qid,qstr,candidates,cnt
641,prevention,"['228090', 'ZBSPORT013004865', 'AGRICOLACAT31133511', 'NLM9013773', 'NLM9306275', 'NLM64740660R', 'AGRICOLACAT31422453', 'EZB103573', 'EZB94402', 'EZB7304', 'EZB193975', 'EZB55732', 'EZB8741', 'EZB8078', 'EZB220807', 'NLM0160350', 'TIB130561509', '831092', 'SKH828704848', 'AGRISXF2016042730', 'AGRISXF2015025799', 'AGRISUS201600314955', 'ZBSPORT013335293', 'ZBSPORT016719470', '809423', '987136', 'SKH341342122', 'SVM320588823', '227461', 'SKH320577848', 'M24272041', 'SVM320577848', 'TIB320577848', 'NLM100894724', 'M4090465', 'NLM9427219', 'M6734129', 'AGRICOLACAT11048056', 'AGRICOLACAT82773064', 'NLM12710030R', 'NLM05830140R', 'NLM0761059R', 'NLM26055220R', 'NLM34430320R', 'NLM14320240R', 'NLM0265633', 'NLM35320680R', 'NLM101261230', 'NLM1254476', 'ULIDAT02152837', 'ZBW256482403', 'ZBW256482411', '482599', '786389', 'M1274334', 'M5174650', 'TIB129267678', 'THIEME10_1055_s_0037_1603947', '375035', 'M9327233', 'M8914816', 'M29035084', 'SVM324746482', 'SVM647303515', 'M28989503', 'EZB105834', 'EZB22115', 'EZB4452', 'EZB2422', 'EZB201027', 'EZB200817', 'EZB145693', 'EZB86948', 'EZB219561', 'NLM26152940R', 'EZB20056', 'EZB204631', 'EZB34162', 'EZB14655', 'EZB205511', 'EZB9362', 'NLM101187605', 'NLM101255254', 'NLM101207819', 'TIB129246964', 'ULIDAT02077742', 'ULIDAT02061880', 'SVM799060321', 'AGRISXF2016030706', 'AGRISXF2016013498', 'AGRISXF2016034581', 'AGRISXF2016007148', 'M4601312', 'ZBSPORT013022618', '593992', '346513', 'M28586886', 'AGRICOLACAT31046722', 'SVM564751022', 'M5948724']",100
642,schmerzensgeld,"['SKH550984461', 'SKH019919336', 'TIB019919336', 'SKH165650230', 'SKH027093395', 'C952072246', 'SKH731575199', 'SKH772994722', 'SKH803264267', 'SKH638959624', 'SKH676487955', 'SKH638959799', 'SKH838733166', 'C951943086', 'SKH125864973', 'SKH152308660', 'SKH23596557X', 'TIB23596557X', 'SKH045078831', 'SKH742726789', 'SKH783124279', 'SKH823387518', 'TIB125864973', 'TIB152308660', 'SKH734085664', 'C485679', 'C578184', 'C556015', 'C951869786', 'C951835789', 'C951839957', 'C952260032', 'C952254735', 'C40782', 'C619941', 'SKH030627451', 'SKH03062746X', 'SKH244537305', 'SKH046649182', 'SKH230248969', 'SKH349259151', 'SKH355614057', 'SKH355614065', 'SKH32813726X', 'SKH030627443', 'TIB027093395', 'TIB230248969', 'TIB32813726X', 'C952632997', 'C951985899', 'C951980323', 'SKH805507124', 'SKH022609679', 'SKH379649225', 'C553831', 'SOMED401271', 'SOMED401273', 'SOMED401272', 'TIB507536444', 'TIB608547409', 'TIB76757334X', 'TIB717235718', '279152', '516634', 'SKH393063135', 'ZBW019919336', 'SKH688974473', 'C701645', 'C675727', 'C952050428', 'C657453', 'C585126', 'C688694', 'C951832535', 'C951943347', 'C951882691', 'C951917543', 'C951991878', 'C952001353', 'C951961487', 'C674679', 'C671845', 'C952465933', 'C952243276', 'C952153579', 'C952161199', 'C952461791', 'C952278016', 'C952385036', 'C952402238', 'C952347133', 'C952447879', 'C952445382', 'C952468535', 'C666469', 'C952123305', 'C952146789', 'C29466', 'C952496665', 'C952461280']",100
643,musik,"['SKH037080148', 'ZBSPORT002917022', 'ZBSPORT004267639', 'ZBSPORT001244588', 'SKH16705015X', 'SKH167167650', 'EZB239645', 'EZB61061', 'EZB124707', 'EZB9917', 'EZB114354', 'EZB128998', 'EZB171791', 'EZB35011', 'EZB244060', 'SKH12993206X', 'TIB129493260', 'SKH129493260', 'SKH168426404', 'SKH118126881', 'SKH244597944', 'SKH130732265', 'SKH168646625', 'SKH166423483', 'SKH130119598', 'SKH166739375', 'SKH16753632X', 'TIB130732265', 'TIB166423483', 'TIB608941360', 'SKH608941360', 'SKH169131076', 'SVM608941360', 'ZBSPORT013304190', 'SKH129338524', 'TIB023439637', 'SKH227514645', 'SKH130113182', 'TIB130113182', 'EZB148401', 'EZB140076', 'TIB479007071', 'SKH479007071', 'SVM479007071', 'EZB244070', 'SKH52723852X', 'TIB656411597', 'ZBSPORT001244331', 'SKH167466372', 'SKH377094781', 'SKH165681187', 'SKH170517799', 'SKH130949159', 'SKH250604353', 'SKH031840876', 'SKH528616994', 'SKH214464954', 'SKH217798411', 'SKH161304028', 'SKH528207970', 'SKH371831318', 'SKH170224295', 'SKH027611760', 'SKH130769258', 'SKH182378020', 'TIB214464954', 'TIB027710823', 'TIB167466372', 'TIB182378020', 'TIB167522485', 'TIB165681187', 'TIB160754607', 'TIB130949159', 'TIB371831318', 'TIB519923502', 'SKH129314714', 'SKH61362999X', 'SKH519923502', 'SKH839134495', 'SKH559083653', 'SKH039083373', 'ZBSPORT018231017', 'ZBSPORT001262504', 'ZBSPORT001244587', 'ZBSPORT001237769', 'ZBSPORT003504938', 'ZBSPORT001262922', 'ZBSPORT003225659', 'ZBSPORT006956987', 'ZBSPORT006972393', '487867', 'SKH130088870', 'CC_BIBNET_psch9925905198301791', 'SKH393388034', 'TIB393388034', 'SKH305748831', 'SKH130849308', 'TIB247530999', 'TIB130849308', 'TIB221989595']",100
644,kindesmisshandlung,"['642148', 'EZB171252', '643064', '642149', 'C951930890', 'C510124', '914322', '771542', 'C951890687', 'C952453198', 'C952158486', 'C952248426', 'C543574', 'SKH162093195', 'C952254442', '197290', 'C596223', 'C952650648', '1109986', 'C603762', 'C952010856', 'C952121528', 'THIEME10_1055_s_0043_122346', 'C952051467', 'CC_BIBNET_careum29200', 'SKH228101263', 'SKH046547975', 'SKH356647498', 'SKH356647455', 'SKH356647528', 'SKH742734013', 'SKH74273398X', 'SKH742733858', 'SKH742733947', 'SKH197465056', 'SKH391707329', 'TIB391707329', 'SKH517419904', '189315', 'SKH742734080', 'SKH742734056', 'CC_BIBNET_bibnet15341', 'CC_BIBNET_bibnet9371', 'SKH679778438', 'SKH025742205', 'SKH181116669', 'TIB191144649', 'SKH191144649', 'SVM567145603', '384302', 'SOMED532813', 'C952095013', 'EGMS07dav07', 'C952071286', 'C952034075', 'C951866815', 'C589983', 'C951824323', 'C765565', 'C951837930', 'C812738', 'C951892053', 'C812737', 'C951979571', 'C952001535', 'C952017822', 'C951963341', 'C951933868', 'C951851080', 'C951860968', 'C952255938', 'C952404213', 'C952235764', 'C952248132', 'C952248422', 'C952162715', 'C952403376', 'C952367252', 'C952392882', 'C952315050', 'C952454305', 'C952435646', 'C952490440', 'C952481586', 'C535330', 'C664506', 'C692088', 'C662688', 'C507341', 'NLM101246925', 'SKH423031198', 'SKH019737130', 'SKH193767686', 'SKH026990539', 'SKH025780581', 'SKH222444746', 'TIB024825638', 'SKH214963659', 'SKH024825638', 'SKH478049188']",100
646,livivo,"['EGMS15agmb01', 'EGMS16agmb02', 'EGMSmbi000352', 'FRL6402421', 'BASE::ftdoajarticles:oai:doaj.org/article:48ec213aa63c4f31a223a79fd331fc16', 'EGMSmbi000376', 'C952451746', 'FRL6402507', 'BASE::ftdoajarticles:oai:doaj.org/article:72f85812c9144ede8550d12abd1bbf28', 'BASE::ftleibnizopen:oai:leibnizopen:document/138068', '1042047', 'EGMSmbi000361', 'FRL6402286', 'BASE::ftleibnizopen:oai:leibnizopen:document/141992', 'M29368755', 'FRL6402475', 'BASE::ftdoajarticles:oai:doaj.org/article:b4bf6724807c4faaab6192dec7a6d6b5', '994110', 'BASE::ftleibnizopen:oai:leibnizopen:document/137846', 'EGMSmbi000400', 'BASE::ftdoajarticles:oai:doaj.org/article:0506f4e1ce5f48e780669124440066a8', 'BASE::ftdoajarticles:oai:doaj.org/article:e24b5e0c58bf4192b288bea8b7051b74', 'BASE::ftdoajarticles:oai:doaj.org/article:01f14ac989344599a1b30c1f1707a3ac', 'FRL6405795', 'EGMSmbi000356', 'BASE::ftdoajarticles:oai:doaj.org/article:74fd65201cde4b4087e8503f06f460c2', 'M30498426', 'M30478835', 'M31155830', 'COVID19::1dca06278b84c7e84833c8fd203fd1dcd', 'EGMSmbi000393', 'EGMSmbi000339', 'EGMSmbi000366', 'THIEME10_1055_s_0042_124045', 'EGMS000247', 'BASE::ftdoajarticles:oai:doaj.org/article:f88d8be7fcb24c138a4dd86a61a136a5', 'M28836281', 'M30855365', 'M30061445', 'BASE::ftdoajarticles:oai:doaj.org/article:7821bae26c42447eb853387f65e70a86', 'M31047105', 'M29664334', 'M29329470', 'BASE::ftdoajarticles:oai:doaj.org/article:43f296586bcd4f46b7ebacfae62b4ea8', 'BASE::ftdoajarticles:oai:doaj.org/article:17e10c79a489492291657f566631d918', 'BASE::ftdoajarticles:oai:doaj.org/article:edd93326886a495ebfc8eddd88a2e4d9', 'M30778666', 'M30727000', 'M30110084', 'M32998918', 'M30573867', 'M31733430', 'M31630473', 'M31640470', 'M28084517', 'THIEME10_1055_s_0043_122069', 'M33031605', 'THIEME10_3414_ME18_05_0001', 'M32335995', 'M30125394', 'M30126451', 'M30562387', 'M32647960', 'M32858335', 'M31000881', 'M31230120', 'M31638281', 'M27511214', 'M28400711', 'M29322234', 'M29679503', 'M31709810', 'M30838707', 'AGRICOLAIND606456609', 'M32965050', 'M33076524', 'M32438906', 'M32052187', 'M32675831', 'M30673134', 'KARGER487428', 'M32920148', 'FRL6405986', 'M31456578', 'BASE::ftleibnizopen:oai:leibnizopen:document/150301', 'M30875702', 'M31727536', 'M29573722', 'BASE::ftdoajarticles:oai:doaj.org/article:934950141bde4adba207752be9ae906b', 'BASE::ftdoajarticles:oai:doaj.org/article:a5a9462d5bed4d70b6ec130d15c47e80', 'M32439423', 'BASE::ftdoajarticles:oai:doaj.org/article:1f0d78a4af384d4fba848116dbedcebe', 'M32046938', 'M31757859', 'M29040341', 'M32176431', 'M32187843', 'M32896478', 'M27618617', 'M32711408']",100
631,ebn,"['SKH357173872', 'SKH166696625', 'TIB130311022', '483378', 'SKH243567197', 'C582917', 'C582913', 'EZB45750', 'EZB10129', 'SKH383752361', 'C738020', 'C582918', 'C952403219', 'C582906', 'SKH47991012X', 'C952218718', 'M30914400', 'M23213139', 'HECLINETHN223641', 'THIEME10_1055_s_0032_1307687', 'EGMS15ebm087', 'SKH559780443', 'TIB600930890', 'M25392186', 'AGRISUS201600120813', 'AGRICOLACAT10666209', 'EGMS14ebm069', 'EGMS09ebm002', 'EGMS12ebm008', 'C951986467', 'C952401805', 'NLM56610640R', 'NLM54921160R', 'SKH253188598', 'SKH391385100', 'TIB26682210X', 'TIB253188598', 'CC_BIBNET_rudolfiner37711', 'CC_BIBNET_rudolfiner38416', 'CC_BIBNET_rudolfiner41898', 'SKH389179841', 'C699185', 'C952218716', 'ZBW253188598', 'C952678499', 'C952061284', 'C952546914', 'M32468613', '796149', 'AGRICOLAIND605430544', 'M22613478', 'AGRICOLAIND44244412', 'AGRICOLAIND606759651', 'AGRICOLAIND20445294', 'M24178011', 'M31467034', 'EGMS14ebm021', 'SKH553910698', 'TIB191628832', 'CC_BIBNET_rudolfiner55751', 'SKH024455369', 'C951886374', 'C805632', 'M23475300', 'CC_BIBNET_rudolfiner56527', 'CC_BIBNET_bibnet900', 'CC_BIBNET_rudolfiner56369', 'CC_BIBNET_rudolfiner38417', 'M30938022', 'M18481465', 'THIEME10_1055_s_0032_1307686', 'CC_BIBNET_bibnet6104', 'AGRICOLAIND606135946', 'AGRICOLAIND606362214', 'M32886435', 'M16850715', 'AGRICOLAIND20518418', 'ELFISB19524', 'M23975128', 'M30648568', 'M18469896', 'M31590759', 'AGRICOLAIND606515832', 'AGRICOLAIND44438609', 'AGRICOLAIND500677974', 'AGRISUS201400041634', 'AGRISUS201400023395', 'AGRICOLAIND606169777', 'M30206602', 'M14561967', 'M24689706', 'M28873672', 'AGRICOLAIND605760404', 'CC_BIBNET_bibnet17271', 'CC_BIBNET_bibnet6103', 'C952061771', 'C952222333', 'SKH331203723', 'SKH381684474', 'TIB359054102']",100
647,reproduktionsmedizin,"['SKH244020337', 'EZB2179', 'C952186033', '623535', 'C952107006', 'SKH528309919', 'C650708', 'C504369', 'C540192', 'C491719', 'C545271', 'C591434', 'C558080', 'C558072', 'C951829951', 'C951852843', 'C951830033', 'C951829929', 'C951863117', 'C951840438', 'C951830012', 'C951892722', 'C951829983', 'EZB40763', 'C952661586', '277834', '455306', '853688', '406527', 'C775638', 'C776268', 'C789888', 'C951851905', 'C951978916', 'C952017689', 'C951952511', 'C627268', 'C952475565', 'C952270771', 'C666270', 'C558020', 'C556525', 'SKH014414279', 'SKH219081042', 'SVM634843508', 'TIB219081042', 'KARGERGGR1999039001021', 'C952460431', 'C952427754', 'C535664', '997156', 'C504360', 'C525859', 'C608909', 'C38153', 'C504361', 'C545264', 'C504359', 'C952687741', 'SKH167181785', 'C504368', 'C504372', 'SKH190368047', 'SVM306659492', '350475', 'C952040720', 'C765789', 'SKH306659492', 'C952077983', 'C951852221', 'C951913923', 'C951878627', 'C951865038', 'C951878626', 'C952009529', 'C952198376', 'SKH023434317', 'SKH025431382', 'SKH025149482', 'SKH359646158', 'SKH181127571', 'SVM578075903', 'SVM601553632', 'TIB128510986', 'SKH128510986', 'TIB023434317', 'SKH717614395', '169595', 'C540196', 'C31405', 'C699873', 'C699870', 'C46529', 'TIB025773666', 'KUP11941', 'KUP11523', 'THIEME10_1055_s_0042_113059', 'THIEME10_1055_s_0031_1280000', 'CC_BIBNET_careum108984', 'CC_BIBNET_bibnet3543']",100
648,ethik AND pflege,"['CC_BIBNET_rudolfiner42009', 'CC_BIBNET_vtls000922920', 'CC_BIBNET_rudolfiner54511', 'CC_BIBNET_rudolfiner52152', 'M25821864', 'CC_BIBNET_rudolfiner54536', 'CC_BIBNET_rudolfiner41012', 'CC_BIBNET_rudolfiner37689', '1118303', 'C506714', 'CC_BIBNET_careum110054', 'CC_BIBNET_rudolfiner46549', 'CC_BIBNET_rudolfiner44709', 'SKH478000065', 'TIB478000065', 'CC_BIBNET_rudolfiner40296', 'C952657065', 'CC_BIBNET_vtls000873649', 'C951915386', 'CC_BIBNET_rudolfiner49648', '1004735', 'CC_BIBNET_vtls000873908', 'CC_BIBNET_rudolfiner39859', 'CC_BIBNET_WEG1612', 'CC_BIBNET_vtls000872503', 'CC_BIBNET_vtls000875231', 'CC_BIBNET_rudolfiner41928', 'CC_BIBNET_vtls000873594', 'CC_BIBNET_rudolfiner36851', 'C952023463', 'HECLINETHN223654', 'CC_BIBNET_rudolfiner41909', 'CC_BIBNET_vtls000878364', 'CC_BIBNET_bibnet11955', 'C952009010', 'C487743', 'CC_BIBNET_psch9925860904701791', 'CC_BIBNET_rudolfiner45718', 'HECLINETHN125985', 'C951996406', 'C952657066', 'CC_BIBNET_bibnet1064', 'CC_BIBNET_rudolfiner41671', 'CC_BIBNET_WEG4601', 'CC_BIBNET_rudolfiner35506', 'CC_BIBNET_rudolfiner43510', 'CC_BIBNET_rudolfiner49766', 'CC_BIBNET_bibnet5437', 'CC_BIBNET_vtls000873775', 'C952023456', 'C952041398', 'C952023457', 'C952023460', 'C951853473', 'C952013188', 'C952013187', 'C952013196', 'C558860', 'C558866', 'C594500', 'CC_BIBNET_rudolfiner42020', 'CC_BIBNET_WEG1642', 'CC_BIBNET_vtls001443824', 'SKH359796907', 'CC_BIBNET_rudolfiner46810', 'CC_BIBNET_rudolfiner43012', 'CC_BIBNET_vtls001435903', 'CC_BIBNET_vtls001435904', 'CC_BIBNET_rudolfiner44495', '364705', 'CC_BIBNET_rudolfiner53074', 'CC_BIBNET_rudolfiner41281', 'CC_BIBNET_vtls000886753', 'CC_BIBNET_rudolfiner54528', 'CC_BIBNET_bibnet1065', 'C800859', 'C951865453', 'CC_BIBNET_rudolfiner49765', 'C490815', 'CC_BIBNET_vtls001435796', 'C952696580', 'CC_BIBNET_rudolfiner50480', 'C487750', 'SKH215311906', 'CC_BIBNET_rudolfiner56908', 'CC_BIBNET_rudolfiner42615', 'CC_BIBNET_rudolfiner53508', 'CC_BIBNET_vtls000867744', 'CC_BIBNET_vtls000867946', 'CC_BIBNET_rudolfiner49767', 'C952710882', 'CC_BIBNET_vtls001488473', 'CC_BIBNET_psch9925941304701791', 'CC_BIBNET_psch9925936805901791', 'CC_BIBNET_rudolfiner57511', 'CC_BIBNET_vtls000873909', 'CC_BIBNET_rudolfiner46569', 'CC_BIBNET_vtls000877498', '896247', '1113739']",100
649,fallbuch,"['SKH619947993', 'SKH631947329', 'SKH366953753', 'TIB366953753', 'TIB49499441X', 'SKH49499441X', 'SKH689743661', '946754', '1108117', '1111772', 'SKH655087354', 'SKH634750720', 'SKH483066087', 'TIB483066087', 'TIB523883080', 'TIB561954151', 'SKH523883080', 'NLM9416984', 'NLM9821707', 'NLM9700937', 'NLM9711762', 'NLM101312336', 'NLM101618777', 'SKH17188583X', 'SKH219287880', 'SKH378637185', 'SKH310406749', 'SKH361308965', 'SKH618859381', 'SKH689381905', 'SKH225076829', 'SKH371114535', 'TIB518350568', 'TIB623669692', 'TIB558236693', 'TIB225076829', 'B3027751', 'SKH571182933', 'SKH756371295', 'SKH776887815', 'SKH616668678', 'SKH779417968', 'SKH745765041', 'SKH629393133', 'TIB779417968', 'SKH371116597', 'SKH500389942', 'SKH671782274', 'SKH537894837', 'ZBW219287880', 'SKH740829386', 'TIB634750720', 'NLM9443382', 'NLM100884462', 'SKH126561206', 'SKH371116600', 'SKH215080947', 'SKH326985751', 'SKH756753511', 'SKH740708651', 'SKH614695929', 'TIB326985751', 'TIB513998918', 'TIB630013101', 'TIB614695929', 'SKH529144387', 'SKH746740549', 'SKH630013101', 'SKH787892564', 'SKH813375851', '630344', '734340', '630347', '1015162', 'B2935709', '817990', '897891', 'HOGREFEJ3651R6J74U54733', 'TIB632368845', 'SKH737707437', 'SKH747193975', 'TIB633975419', 'TIB747193975', 'TIB737707437', 'SKH633975419', 'NLM100963047', 'SKH245427589', 'SKH300692196', 'TIB245427589', '678589', 'SKH740708635', 'NLM101672028', 'ZBSPORT007323862', '980124', '694140', '692685', 'B2656750', 'B3728457', '905608', 'PSYNDEX0224692']",100
650,nejm,"['EZB284', 'EZB1931', 'EZB124740', 'EZB217240', 'EZB217239', 'EZB217238', 'EZB84953', 'EZB278', 'EZB204086', 'EZB217234', 'EZB217236', 'EZB217237', 'EZB11538', 'BFR129495220', 'SKH129495220', 'SKH266889484', 'SVM266889484', 'FLI129495220', 'C700496', 'EZB19788', 'SVM770030661', 'M30341057', '922545', 'M17741371', 'COVID19::1714f348703e9ad619600773f89809f5d', '636345', 'M10523190', 'C951826272', 'C951826273', 'C952225553', 'C952439466', 'C589045', 'EZB115977', 'SKH116910399', 'SKH770030661', 'AGRICOLACAT31423582', 'NLM0255562', 'C952703436', 'M32100850', 'M4696621', 'M643011', 'M6071694', 'M10845960', 'M1528245', 'M17831944', 'M30327301', 'COVID19::132ed1f035c3e3b1a66c48f3ec036f50d', 'M33108465', '59650', 'B381528', 'COVID19::17dddc92982acc14a4d39e167995829d1', 'COVID19::1349828d3e77c4cf7729bb78c22c0b6ab', 'C952404661', 'C809612', 'M2735283', 'BASE::fthighwire:oai:open-archive.highwire.org:bmj:371/oct08_16/m3925', 'BASE::crmedknow:10.4103/ijo.ijo_1853_20', 'BASE::crjcrbmj:10.1136/bmj.m3925', 'COVID19::1a680434a18ab9335e72597ce132e95ec', 'COVID19::1f06e169bcc43848f63e42e71692c9614', 'COVID19::1a405aba875059ff5791aec9c73bcb7a1', 'COVID19::1c9d6c86b0805441dced4a51c41328cda', 'M27604162', 'AGRICOLAIND22012376', 'C951857040', 'M15361457', 'M22216846', 'M23746894', 'M10517705', 'M10437862', 'M31008456', 'M27355539', 'BASE::ftdoajarticles:oai:doaj.org/article:1a8649aa66dd4fee96aa2da3df993244', 'BASE::crelsevierbv:10.1016/j.ensci.2020.100289', 'COVID19::17e74433749b44ebf1bfb4ae5427ed0f5', 'COVID19::1f0422b18d59c212d59c6c37fa04641b0', 'COVID19::16a62b534a807f49a30f30f768bcc2920', 'COVID19::17939731c597e56e3ce8f25b7b5af7f4b', 'M10841728', 'M10523189', 'M17197679', 'M16318095', 'M11933425', 'C951831393', 'M32928000', 'M29930593', 'M29930650', 'M33064483', 'BASE::ftdoajarticles:oai:doaj.org/article:19eb083dd09e491ea53d554b0b247e49', 'M22000546', 'AGRICOLACAT10253499', 'M29298254', 'M4808446', 'M28147547', 'M32473008', 'M20843253', 'M19641193', 'M11660694', 'M31845769', 'M19914573']",100
651,pathophysiologie,"['474391', 'SOMED412568', 'SKH027435113', 'SKH528297368', 'ULIDAT02267462', '583386', '30132', 'ZBSPORT001248788', 'MRI021228833', 'SKH161423930', 'SKH021228833', 'SVM021228833', 'FLI322303761', 'MRI322303761', 'FLI021228833', '289103', 'SVM602007089', 'SVM896986489', 'SKH602007089', 'SKH750510757', 'ULIDAT02084463', 'SOMED357641', 'SOMED357640', '296534', 'SKH130112119', 'SVM130112119', '402213', 'SKH310559146', 'TIB026145987', 'SVM025150529', 'FLI310559146', 'SVM02617068X', '638098', 'ZBSPORT013023151', '328539', 'SVM324826273', 'SVM476814464', 'SVM153335505', 'BFR19721052X', 'SKH039498727', 'SKH163495408', 'SKH161582079', 'SKH123755085', 'SKH247524719', 'SKH247708526', 'SKH509663672', 'SKH322303761', 'SKH323799159', 'SKH304356727', 'SKH362420777', 'SKH024908479', 'SKH156384299', 'SKH153335505', 'SKH172171393', 'TIB153335505', 'TIB322303761', 'SKH090022661', 'SKH476814464', 'TIB247524719', 'TIB509663672', 'SVM024908479', 'FLI131800248', 'SKH786727268', 'SOMED374674', 'TIB024908479', 'MRI090022661', '277274', '188492', 'ZBSPORT015185443', 'ZBSPORT002957768', 'ZBSPORT012864593', 'MRI509663672', '6740', '210711', 'FLI024908479', '190634', 'SKH156384124', 'CC_BIBNET_bibnet21060', 'CC_BIBNET_bibnet3063', 'SKH179509640', '594341', 'SKH022973990', 'FLI218245920', 'JKI218245920', 'C21168', 'C623037', 'C674928', 'C817794', 'C951880799', 'C951947015', 'C778915', 'C798946', 'C671110', 'C671104', 'NLM8802006', 'NLM8600416', 'NLM8404490', 'NLM0402107', 'NLM0203312', 'SKH011403918']",100
652,gehirn,"['SKH640225993', 'C644381', '280815', 'C745616', 'C776580', 'C761550', 'C952390943', 'C952080776', 'C952353361', 'ZBSPORT012980464', 'TIB484405942', 'SKH484405942', 'C951863329', 'ZBSPORT006990235', 'C952508734', 'C952546530', 'C952380812', 'C952427297', 'C952380811', 'C952583485', 'C952714059', 'B3768284', 'SKH36639794X', 'TIB36639794X', '685849', 'TIB342896229', 'C636830', 'C952536985', 'C644370', 'C637444', 'C644411', 'C644389', 'ULIDAT02106896', '612100', 'ZBSPORT000914976', '258012', 'C952411030', 'C952390945', 'C952467953', 'C952449320', 'C952289243', 'C952235205', 'C952353362', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00003541', 'C754967', 'C951863132', 'C952001717', 'C543129', 'EZB31533', 'C952532153', 'SKH022414568', 'C745613', 'C776576', 'C952080768', 'C952080769', 'C952080777', 'C952144752', 'C952144739', 'C952662863', 'SKH254458688', 'SKH785744622', 'SVM320433676', 'TIB606657576', 'C952522042', 'ZBSPORT002523578', 'C952500833', 'NLM0400402', '628939', 'B176211', 'B52867', 'B3465519', 'SKH235052116', 'B555293', 'C644376', 'C644391', 'SKH126751234', 'SKH119300745', 'SKH558975267', 'SKH234162481', 'SKH025563955', 'SKH118031511', 'TIB025563955', 'TIB119300745', 'TIB317564781', 'TIB558975267', 'SKH592891844', 'ZBSPORT004948339', 'C952733721', 'C740838', 'C745614', 'C952557366', 'C952343457', 'C952454047', 'C952418963', 'C952530656', 'C952474108', 'C952371141', 'C952464186', 'C952527246', 'C952467954']",100
653,behinderung,"['EZB202046', '467122', 'ZBSPORT003196881', '264622', 'C951869735', 'C572836', 'C660022', 'SKH357707796', 'SKH36598342X', 'SKH600717038', 'SKH478048572', 'TIB36598342X', 'SVM734144237', '902590', 'C30508', 'EZB225388', 'SKH319877523', 'SKH528222147', 'TIB319877523', 'ZBSPORT013006983', 'TIB170253465', 'TIB476543053', 'TIB600594491', 'SKH476543053', '162222', 'CC_BIBNET_bibnet33724', 'CC_BIBNET_psch9925823791001791', 'C32574', 'TIB238751988', 'SKH130624268', 'TIB130624268', 'TIB778504670', 'C951916286', '819061', '819062', 'ZBSPORT004289365', 'C682446', 'C951916290', '602870', 'CC_BIBNET_vtls001442712', 'CC_BIBNET_vtls000877239', 'B3810810', 'EZB165441', 'C715165', 'C744596', 'C952031368', 'C697847', 'C586961', 'C771706', 'C804862', 'C951855798', 'C951869734', 'C951836164', 'C951872005', 'C952008361', 'C951914834', 'C951881659', 'C727103', 'C630682', 'C487990', 'C488066', 'C519748', 'C565009', 'C704547', 'C720120', 'C648183', 'C952198870', 'C557020', 'C538390', 'C542036', 'C952539909', 'SKH243324588', 'SKH023190205', 'SKH324396899', 'SKH418664803', 'TIB023190205', '984776', 'TIB528296620', 'TIB356355802', 'TIB243324588', 'C539185', 'C952422823', 'C952277026', 'ZBW629700346', 'SKH828414106', 'SKH828414076', 'SKH629700346', 'TIB022847316', '25799', '268302', '538334', 'ZBSPORT012578537', 'C559789', 'C515854', '877860', 'C952176331', 'C952111491', 'C952649612', 'TIB026633825', '1118598']",100
654,biotechnologie,"['MRI797460705', 'JKI129351601', 'TIB129351601', 'VTI129351601', 'TIB175374120', 'EZB3907', 'EZB5524', 'EZB219920', 'JKI130857432', 'SKH129383368', 'TIB130857432', 'JKI129383368', 'TIB129383368', 'MRI129383368', 'MRI124050379', 'TIB124050379', 'IPK129383368', 'FLI130857432', 'IPK130857432', 'VTI129383368', 'VTI130857432', 'JKI238487520', 'JKI473130092', 'SKH025244876', 'SKH505734125', 'SKH152553479', 'TIB025244876', 'TIB152553479', 'TIB233971564', 'TIB238487520', 'TIB322558077', 'TIB474556441', 'TIB37488238X', 'TIB520193598', 'TIB336273339', 'TIB358795508', 'TIB303862963', 'TIB58313839X', 'TIB549303642', 'TIB611194937', 'VTI025244876', 'ZBW474556441', 'ZBW58313839X', 'ZBW549303642', 'ZBW611194937', 'ZBW358795508', 'ZBW520193598', 'ULIDAT02104925', 'ULIDAT02016248', 'ULIDAT02107714', 'ULIDAT02075767', 'ULIDAT02093973', 'ULIDAT02079528', 'VTI684845733', 'VTI684845725', 'VTI684845717', 'VTI238487520', 'JKI505734125', 'MRI025244876', 'FLI027421023', 'MRI027421023', 'MRI505734125', 'TIB505734125', 'IPB152553479', 'EZB57016', 'EZB52777', '52145', '48959', 'AGRISFR2014007783', 'AGRISXF2015031322', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00004058', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00003300', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00003301', 'EZB133548', 'EZB3913', 'EZB85819', 'EZB67105', 'EZB149123', 'EZB150826', 'EZB225539', 'EZB160259', 'EZB84673', 'EZB204355', 'EZB230212', 'EZB229859', 'EZB2345', 'EZB139906', 'EZB51893', 'EZB198559', 'EZB159091', 'EZB187986', 'EZB237403', 'EZB187776', 'EZB183882', 'SKH247459925', 'TIB182460940', 'TIB169209792', '946386', 'TIB310856914', 'ULIDAT02010425']",100
